Objekt,Date,Sign,CleaningType,DateTime
BBT 305,2018-12-20,arafre,Syradisk,2018-12-20 08:01
BBT 310,2018-12-20,jakgun,Syradisk,2018-12-20 15:23
BBT 312,2018-12-20,jakgun,Syradisk,2018-12-20 20:44
BBT 325,2018-12-21,assulf,Syradisk,2018-12-21 09:50
T34,2018-12-21,assulf,Syradisk,2018-12-21 15:18
T45,2018-12-21,jakgun,Lutdisk,2018-12-21 19:06
Vattenfilter,2018-12-21,jakgun,Genomförd,2018-12-21 19:08
CIP av 321 & 45 Tillsammans,2018-12-21,jakgun,Lutdisk,2018-12-21 20:02
Kontrollera BBT:er i Citect,2018-12-21,jakgun,Genomförd,2018-12-21 20:03
BBT 321,2018-12-21,jakgun,Lutdisk,2018-12-21 20:14
Maltax,2018-12-21,jakgun,Rengjord,2018-12-21 20:42
Filtret Sterilning,2018-12-21,jakgun,Genomförd,2018-12-21 20:41
301 Vattentank,2018-12-21,jakgun,Lutdisk,2018-12-21 21:47
Aldox,2018-12-21,jakgun,Syradisk,2018-12-21 22:06
302 Vattentank,2018-12-21,jakgun,Lutdisk,2018-12-21 23:14
303 Vattentank,2018-12-22,jakgun,Lutdisk,2018-12-22 00:25
BBT 317,2018-12-22,jakgun,Lutdisk,2018-12-22 01:41
Filtret-Veckoavslut,2018-12-23,jakgun,Lutsterilning,2018-12-23 08:43
Lilla balanssystemet (2),2018-12-26,andhan,Lutdisk,2018-12-26 11:53
Stora balanssystemet (1),2018-12-26,andhan,Lutdisk,2018-12-26 11:53
BBT 310,2018-12-26,andhan,Syradisk,2018-12-26 12:07
BBT 304,2018-12-26,andhan,Lutdisk,2018-12-26 13:37
BBT 306,2018-12-26,andhan,Syradisk,2018-12-26 15:04
BBT 316,2018-12-26,andhan,Syradisk,2018-12-26 17:47
BBT 324,2018-12-26,arafre,Lutdisk,2018-12-26 22:57
BBT 319,2018-12-27,karada,Syradisk,2018-12-27 06:48
BBT 325,2018-12-27,karada,Lutdisk,2018-12-27 08:59
BBT 312,2018-12-27,karada,Syradisk,2018-12-27 10:53
BBT 317,2018-12-27,karada,Syradisk,2018-12-27 12:11
T45,2018-12-28,mölpet,Syradisk,2018-12-28 10:32
T34,2018-12-28,mölpet,Syradisk,2018-12-28 09:11
BBT 305,2018-12-28,gusmar,Lutdisk,2018-12-28 16:59
Aldox,2018-12-28,gusmar,Syradisk,2018-12-28 17:47
Maltax,2018-12-28,gusmar,Rengjord,2018-12-28 17:48
Kontrollera BBT:er i Citect,2018-12-28,gusmar,Genomförd,2018-12-28 17:49
BBT 320,2018-12-28,gusmar,Lutdisk,2018-12-28 20:19
Filtret-Veckoavslut,2018-12-28,gusmar,Lutsterilning,2018-12-28 20:35
BBT 315,2018-12-28,gusmar,Lutdisk,2018-12-28 20:55
BBT 309,2019-01-01,normar,Lutdisk,2019-01-01 21:08
BBT 312,2019-01-02,andhan,Syradisk,2019-01-02 12:44
BBT 309,2019-01-02,arafre,Syradisk,2019-01-02 15:49
BBT 304,2019-01-02,arafre,Syradisk,2019-01-02 17:19
BBT 305,2019-01-02,arafre,Syradisk,2019-01-02 18:59
BBT 318,2019-01-03,arafre,Lutdisk,2019-01-03 14:52
BBT 315,2019-01-03,arafre,Syradisk,2019-01-03 16:53
BBT 320,2019-01-03,mölpet,Syradisk,2019-01-03 23:28
BBT 309,2019-01-04,andhan,Syradisk,2019-01-04 06:51
BBT 323,2019-01-04,andhan,Lutdisk,2019-01-04 12:38
BBT 319,2019-01-04,jircec,Syradisk,2019-01-04 19:54
BBT 317,2019-01-04,jircec,Syradisk,2019-01-04 20:49
Kontrollera BBT:er i Citect,2019-01-04,jircec,Genomförd,2019-01-04 23:35
T45,2019-01-04,jircec,Syradisk,2019-01-04 23:51
Maltax,2019-01-04,jircec,Rengjord,2019-01-04 23:52
Filtret-Veckoavslut,2019-01-05,jircec,Lutsterilning,2019-01-05 02:06
T34,2019-01-05,jircec,Syradisk,2019-01-05 02:14
BBT 314,2019-01-06,arafre,Lutdisk,2019-01-06 10:47
BBT 306,2019-01-06,arafre,Lutdisk,2019-01-06 11:49
BBT 316,2019-01-06,arafre,Lutdisk,2019-01-06 13:57
BBT 310,2019-01-07,andhan,Lutdisk,2019-01-07 04:32
BBT 311,2019-01-07,andhan,Lutdisk,2019-01-07 05:56
BBT 308,2019-01-08,karing,Lutdisk,2019-01-08 11:56
BBT 321,2019-01-07,karing,Syradisk,2019-01-07 12:55
BBT 322,2019-01-09,svejan,Lutdisk,2019-01-09 03:28
BBT 318,2019-01-10,svejan,Syradisk,2019-01-10 01:36
BBT 320,2019-01-10,svejan,Syradisk,2019-01-10 03:01
BBT 305,2019-01-10,normar,Syradisk,2019-01-10 13:10
BBT 324,2019-01-10,normar,Syradisk,2019-01-10 13:11
BBT 313,2019-01-10,qvamag,Lutdisk,2019-01-10 15:19
Filtret Sterilning,2019-01-12,karada,Genomförd,2019-01-12 00:28
Maltax,2019-01-12,karada,Rengjord,2019-01-12 00:28
Vattenfilter,2019-01-12,karada,Genomförd,2019-01-12 00:28
Kontrollera BBT:er i Citect,2019-01-12,karada,Genomförd,2019-01-12 00:29
T34,2019-01-12,karada,Lutdisk,2019-01-12 02:15
T45,2019-01-12,karada,Lutdisk,2019-01-12 02:15
BBT 312,2019-01-13,qvamag,Lutdisk,2019-01-13 11:44
BBT 322,2019-01-13,qvamag,Syradisk,2019-01-13 13:17
BBT 313,2019-01-13,qvamag,Syradisk,2019-01-13 14:37
BBT 309,2019-01-13,qvamag,Syradisk,2019-01-13 21:45
BBT 325,2019-01-14,gusmar,Syradisk,2019-01-14 00:17
BBT 317,2019-01-14,gusmar,Lutdisk,2019-01-14 01:38
BBT 316,2019-01-14,gusmar,Syradisk,2019-01-14 03:39
BBT 311,2019-01-14,svejan,Syradisk,2019-01-14 20:04
BBT 314,2019-01-14,gusmar,Syradisk,2019-01-14 05:45
BBT 304,2019-01-15,assulf,Lutdisk,2019-01-15 08:25
BBT 310,2019-01-16,arafre,Syradisk,2019-01-16 07:57
BBT 315,2019-01-16,arafre,Syradisk,2019-01-16 13:16
BBT 308,2019-01-16,svejan,Syradisk,2019-01-16 17:35
Filtret Sterilning,2019-01-16,svejan,Genomförd,2019-01-16 19:43
BBT 304,2019-01-16,svejan,Syradisk,2019-01-16 21:51
BBT 313,2019-01-17,gusmar,Syradisk,2019-01-17 01:18
BBT 310,2019-01-17,assulf,Syradisk,2019-01-17 13:06
BBT 324,2019-01-17,svejan,Lutdisk,2019-01-17 14:26
BBT 323,2019-01-17,gusmar,Syradisk,2019-01-17 22:44
BBT 321,2019-01-21,qvamag,Lutdisk,2019-01-21 11:05
BBT 318,2019-01-18,svejan,Syradisk,2019-01-18 19:39
CIP av 321 & 45 Tillsammans,2019-01-21,leajon,Lutdisk,2019-01-21 15:06
T45,2019-01-21,leajon,Lutdisk,2019-01-21 15:06
BBT 317,2019-01-21,leajon,Syradisk,2019-01-21 15:26
BBT 309,2019-01-21,leajon,Lutdisk,2019-01-21 17:16
BBT 319,2019-01-22,assulf,Lutdisk,2019-01-22 00:03
BBT 306,2019-01-22,gusmar,Syradisk,2019-01-22 19:11
BBT 323,2019-01-23,leajon,Syradisk,2019-01-23 19:23
Filtret Sterilning,2019-01-24,assulf,Genomförd,2019-01-24 00:05
BBT 308,2019-01-24,assulf,Syradisk,2019-01-24 04:03
BBT 324,2019-01-24,qvamag,Syradisk,2019-01-24 07:40
BBT 325,2019-01-24,leajon,Lutdisk,2019-01-24 21:14
BBT 305,2019-01-24,assulf,Lutdisk,2019-01-24 23:51
BBT 323,2019-01-25,assulf,Lutdisk,2019-01-25 03:30
BBT 310,2019-01-25,karada,Syradisk,2019-01-25 06:57
Kontrollera BBT:er i Citect,2019-01-25,leajon,Genomförd,2019-01-25 23:35
T34,2019-01-26,leajon,Syradisk,2019-01-26 00:19
Maltax,2019-01-27,leajon,Rengjord,2019-01-27 13:33
Filtret-Veckoavslut,2019-01-27,leajon,Lutsterilning,2019-01-27 13:33
BBT 323,2019-01-27,leajon,Syradisk,2019-01-27 14:19
BBT 305,2019-01-27,leajon,Syradisk,2019-01-27 15:13
BBT 310,2019-01-27,leajon,Lutdisk,2019-01-27 15:36
BBT 314,2019-01-27,leajon,Lutdisk,2019-01-27 18:28
BBT 316,2019-01-28,andhan,Lutdisk,2019-01-28 13:36
BBT 312,2019-01-28,jircec,Syradisk,2019-01-28 16:59
BBT 309,2019-01-28,jircec,Syradisk,2019-01-28 18:11
T34,2019-01-29,assulf,Syradisk,2019-01-29 14:35
BBT 318,2019-01-29,qvamag,Lutdisk,2019-01-29 00:30
BBT 304,2019-01-30,assulf,Syradisk,2019-01-30 07:05
BBT 317,2019-01-30,assulf,Syradisk,2019-01-30 11:05
BBT 308,2019-01-30,assulf,Lutdisk,2019-01-30 12:32
BBT 314,2019-01-30,arafre,Syradisk,2019-01-30 20:46
BBT 324,2019-01-31,andhan,Syradisk,2019-01-31 06:41
BBT 313,2019-02-01,andhan,Lutdisk,2019-02-01 12:13
BBT 322,2019-02-01,andhan,Lutdisk,2019-02-01 13:31
T45,2019-02-02,jircec,Syradisk,2019-02-02 00:07
BBT 304,2019-02-01,jircec,Lutdisk,2019-02-01 16:10
Maltax,2019-02-02,jircec,Rengjord,2019-02-02 00:08
Kontrollera BBT:er i Citect,2019-02-02,jircec,Genomförd,2019-02-02 00:51
Filtret-Veckoavslut,2019-02-02,jircec,Lutsterilning,2019-02-02 01:42
BBT 325,2019-02-03,assulf,Syradisk,2019-02-03 11:26
T34,2019-02-02,jircec,Lutdisk,2019-02-02 02:12
BBT 309,2019-02-03,assulf,Syradisk,2019-02-03 06:43
BBT 319,2019-02-03,assulf,Syradisk,2019-02-03 12:59
BBT 306,2019-02-03,assulf,Lutdisk,2019-02-03 14:33
T34,2019-02-03,jircec,Syradisk,2019-02-03 18:53
BBT 310,2019-02-04,andhan,Syradisk,2019-02-04 04:07
BBT 311,2019-02-04,andhan,Lutdisk,2019-02-04 05:42
BBT 312,2019-02-04,normar,Lutdisk,2019-02-04 13:21
BBT 315,2019-02-04,mölpet,Lutdisk,2019-02-04 16:46
BBT 317,2019-02-04,jakgun,Lutdisk,2019-02-04 22:35
Filtret Sterilning,2019-02-03,jircec,Genomförd,2019-02-03 18:53
BBT 324,2019-02-05,jakgun,Lutdisk,2019-02-05 02:27
BBT 318,2019-02-05,jakgun,Syradisk,2019-02-05 00:09
BBT 314,2019-02-05,jakgun,Syradisk,2019-02-05 04:27
BBT 308,2019-02-05,andhan,Syradisk,2019-02-05 23:37
BBT 305,2019-02-05,qvamag,Syradisk,2019-02-05 18:48
BBT 307,2019-02-06,andhan,Lutdisk,2019-02-06 01:43
BBT 321,2019-02-06,mölpet,Syradisk,2019-02-06 15:03
BBT 316,2019-02-06,jakgun,Syradisk,2019-02-06 23:07
BBT 325,2019-02-08,andhan,Syradisk,2019-02-08 02:14
Filtret Sterilning,2019-02-08,andhan,Genomförd,2019-02-08 02:19
T34,2019-02-08,andhan,Syradisk,2019-02-08 02:19
BBT 313,2019-02-08,normar,Syradisk,2019-02-08 08:02
BBT 311,2019-02-08,normar,Syradisk,2019-02-08 13:10
T34,2019-02-08,mölpet,Syradisk,2019-02-08 18:32
Filtret-Veckoavslut,2019-02-08,mölpet,Lutsterilning,2019-02-08 21:56
T45,2019-02-08,mölpet,Syradisk,2019-02-08 21:56
Vattenfilter,2019-02-08,mölpet,Genomförd,2019-02-08 22:09
Aldox,2019-02-09,mölpet,Syradisk,2019-02-09 01:03
BBT 322,2019-02-10,qvamag,Syradisk,2019-02-10 20:32
BBT 309,2019-02-11,leajon,Lutdisk,2019-02-11 02:16
BBT 306,2019-02-11,andhan,Syradisk,2019-02-11 16:00
Filtret Sterilning,2019-02-11,andhan,Genomförd,2019-02-11 19:16
T34,2019-02-11,andhan,Syradisk,2019-02-11 19:17
BBT 319,2019-02-11,andhan,Lutdisk,2019-02-11 18:09
BBT 317,2019-02-11,andhan,Syradisk,2019-02-11 20:04
BBT 311,2019-02-12,leajon,Syradisk,2019-02-12 00:17
BBT 308,2019-02-12,jakgun,Syradisk,2019-02-12 16:27
BBT 312,2019-02-12,jakgun,Syradisk,2019-02-12 18:09
BBT 325,2019-02-12,jakgun,Lutdisk,2019-02-12 20:22
BBT 324,2019-02-12,normar,Syradisk,2019-02-12 23:08
BBT 313,2019-02-13,arafre,Syradisk,2019-02-13 11:20
T34,2019-02-13,arafre,Syradisk,2019-02-13 12:39
BBT 315,2019-02-13,andhan,Syradisk,2019-02-13 16:38
BBT 321,2019-02-14,jakgun,Lutdisk,2019-02-14 20:01
BBT 307,2019-02-14,normar,Syradisk,2019-02-14 23:36
BBT 304,2019-02-15,arafre,Syradisk,2019-02-15 06:40
BBT 320,2019-02-15,arafre,Lutdisk,2019-02-15 08:02
T45,2019-02-15,arafre,Syradisk,2019-02-15 12:08
Maltax,2019-02-15,arafre,Rengjord,2019-02-15 12:12
Filtret-Veckoavslut,2019-02-15,arafre,Lutsterilning,2019-02-15 13:13
BBT 317,2019-02-15,arafre,Syradisk,2019-02-15 15:09
T34,2019-02-15,arafre,Syradisk,2019-02-15 14:30
BBT 305,2019-02-15,andhan,Lutdisk,2019-02-15 18:20
Kontrollera BBT:er i Citect,2019-02-16,andhan,Genomförd,2019-02-16 03:39
BBT 310,2019-02-17,jakgun,Syradisk,2019-02-17 11:22
BBT 310,2019-02-17,jakgun,Lutdisk,2019-02-17 12:02
BBT 314,2019-02-17,jakgun,Syradisk,2019-02-17 12:58
BBT 314,2019-02-17,jakgun,Lutdisk,2019-02-17 12:59
BBT 323,2019-02-17,jakgun,Lutdisk,2019-02-17 14:13
BBT 322,2019-02-17,jakgun,Syradisk,2019-02-17 16:31
BBT 308,2019-02-17,jakgun,Syradisk,2019-02-17 20:07
BBT 308,2019-02-17,jakgun,Lutdisk,2019-02-17 20:07
BBT 304,2019-02-19,qvamag,Lutdisk,2019-02-19 09:13
BBT 325,2019-02-19,normar,Syradisk,2019-02-19 15:36
BBT 311,2019-02-20,jircec,Syradisk,2019-02-20 00:12
BBT 312,2019-02-20,mölpet,Syradisk,2019-02-20 06:00
BBT 315,2019-02-20,mölpet,Syradisk,2019-02-20 07:13
BBT 313,2019-02-20,normar,Syradisk,2019-02-20 21:19
BBT 308,2019-02-21,qvamag,Syradisk,2019-02-21 10:26
T34,2019-02-21,leajon,Lutdisk,2019-02-21 20:19
BBT 306,2019-02-21,leajon,Lutdisk,2019-02-21 21:15
BBT 310,2019-02-21,jircec,Syradisk,2019-02-21 23:58
Kolsyraledning,2019-02-22,normar,Rengjord,2019-02-22 22:18
BBT 323,2019-02-22,mölpet,Syradisk,2019-02-22 06:38
T34,2019-02-22,normar,Syradisk,2019-02-22 19:48
Maltax,2019-02-22,normar,Rengjord,2019-02-22 22:19
T45,2019-02-22,normar,Lutdisk,2019-02-22 22:19
Filtret-Veckoavslut,2019-02-22,normar,Lutsterilning,2019-02-22 22:19
Aldox,2019-02-22,normar,Syradisk,2019-02-22 22:31
Kontrollera BBT:er i Citect,2019-02-22,normar,Genomförd,2019-02-22 22:31
BBT 315,2019-02-24,normar,Lutdisk,2019-02-24 14:41
BBT 306,2019-02-24,normar,Syradisk,2019-02-24 21:55
BBT 309,2019-02-25,andhan,Syradisk,2019-02-25 06:54
BBT 316,2019-02-25,andhan,Syradisk,2019-02-25 08:53
BBT 317,2019-02-25,andhan,Syradisk,2019-02-25 10:12
BBT 320,2019-02-25,andhan,Syradisk,2019-02-25 11:32
BBT 322,2019-02-25,arafre,Lutdisk,2019-02-25 18:47
BBT 305,2019-02-25,arafre,Syradisk,2019-02-25 20:01
BBT 313,2019-02-25,arafre,Lutdisk,2019-02-25 21:31
BBT 314,2019-02-28,arafre,Syradisk,2019-02-28 21:10
BBT 316,2019-03-01,andhan,Lutdisk,2019-03-01 06:25
BBT 307,2019-03-01,andhan,Lutdisk,2019-03-01 09:51
BBT 318,2019-03-01,andhan,Lutdisk,2019-03-01 09:53
BBT 317,2019-03-01,andhan,Lutdisk,2019-03-01 09:54
BBT 319,2019-03-01,andhan,Syradisk,2019-03-01 12:25
BBT 319,2019-03-01,andhan,Lutdisk,2019-03-01 12:25
T34,2019-03-03,arafre,Lutdisk,2019-03-03 12:02
BBT 320,2019-03-04,karada,Syradisk,2019-03-04 14:19
BBT 310,2019-03-04,karada,Syradisk,2019-03-04 20:05
BBT 312,2019-03-04,karada,Lutdisk,2019-03-04 15:39
BBT 323,2019-03-04,jakgun,Syradisk,2019-03-04 23:56
BBT 324,2019-03-05,jakgun,Lutdisk,2019-03-05 01:32
BBT 308,2019-03-05,gusmar,Syradisk,2019-03-05 09:56
BBT 318,2019-03-05,gusmar,Syradisk,2019-03-05 12:55
BBT 309,2019-03-05,andhan,Lutdisk,2019-03-05 23:15
BBT 304,2019-03-06,gusmar,Syradisk,2019-03-06 07:36
BBT 311,2019-03-06,karada,Lutdisk,2019-03-06 16:45
Filtret Sterilning,2019-03-06,karada,Genomförd,2019-03-06 21:46
T34,2019-03-06,jakgun,Syradisk,2019-03-06 22:19
BBT 321,2019-03-07,qvamag,Syradisk,2019-03-07 14:52
T45,2019-03-07,qvamag,Syradisk,2019-03-07 15:23
CIP av 321 & 45 Tillsammans,2019-03-07,qvamag,Lutdisk,2019-03-07 18:31
BBT 304,2019-03-08,gusmar,Lutdisk,2019-03-08 07:30
Kontrollera BBT:er i Citect,2019-03-08,karada,Genomförd,2019-03-08 18:23
T34,2019-03-08,karada,Syradisk,2019-03-08 20:47
Filtret-Veckoavslut,2019-03-08,karada,Lutsterilning,2019-03-08 23:10
Aldox,2019-03-10,qvamag,Syradisk,2019-03-10 10:27
T45,2019-03-08,karada,Syradisk,2019-03-08 23:57
Vattenfilter,2019-03-10,qvamag,Genomförd,2019-03-10 10:39
BBT 319,2019-03-10,qvamag,Syradisk,2019-03-10 11:43
BBT 314,2019-03-10,qvamag,Syradisk,2019-03-10 14:45
BBT 317,2019-03-10,qvamag,Syradisk,2019-03-10 16:07
BBT 325,2019-03-11,karing,Lutdisk,2019-03-11 02:33
BBT 307,2019-03-11,andhan,Lutdisk,2019-03-11 17:46
BBT 312,2019-03-11,andhan,Lutdisk,2019-03-11 21:17
BBT 323,2019-03-11,karing,Lutdisk,2019-03-11 23:50
BBT 324,2019-03-12,karing,Syradisk,2019-03-12 01:18
BBT 318,2019-03-12,karing,Syradisk,2019-03-12 04:00
BBT 308,2019-03-12,karing,Lutdisk,2019-03-12 23:07
T34,2019-03-13,karing,Syradisk,2019-03-13 02:27
BBT 311,2019-03-13,karing,Syradisk,2019-03-13 05:09
BBT 310,2019-03-14,andhan,Lutdisk,2019-03-14 18:13
BBT 311,2019-03-14,andhan,Syradisk,2019-03-14 19:58
BBT 307,2019-03-15,karing,Syradisk,2019-03-15 05:54
BBT 323,2019-03-15,andhan,Syradisk,2019-03-15 19:36
T34,2019-03-16,andhan,Syradisk,2019-03-16 00:48
Filtret Sterilning,2019-03-16,andhan,Genomförd,2019-03-16 00:49
Maltax,2019-03-16,andhan,Rengjord,2019-03-16 00:49
T45,2019-03-16,andhan,Syradisk,2019-03-16 01:04
BBT 319,2019-03-17,arafre,Syradisk,2019-03-17 14:14
BBT 314,2019-03-18,assulf,Lutdisk,2019-03-18 02:17
BBT 304,2019-03-18,assulf,Syradisk,2019-03-18 02:17
BBT 321,2019-03-18,assulf,Syradisk,2019-03-18 02:18
BBT 316,2019-03-19,leajon,Syradisk,2019-03-19 15:38
BBT 317,2019-03-18,karada,Syradisk,2019-03-18 11:34
BBT 306,2019-03-19,leajon,Lutdisk,2019-03-19 16:59
BBT 305,2019-03-19,leajon,Lutdisk,2019-03-19 20:04
BBT 306,2019-03-20,qvamag,Syradisk,2019-03-20 13:42
BBT 311,2019-03-20,leajon,Syradisk,2019-03-20 16:44
T34,2019-03-20,leajon,Syradisk,2019-03-20 16:46
BBT 315,2019-03-20,jircec,Lutdisk,2019-03-20 23:40
BBT 313,2019-03-21,qvamag,Lutdisk,2019-03-21 08:21
BBT 320,2019-03-21,qvamag,Lutdisk,2019-03-21 08:23
BBT 305,2019-03-21,qvamag,Syradisk,2019-03-21 10:40
BBT 318,2019-03-21,qvamag,Syradisk,2019-03-21 12:29
BBT 325,2019-03-21,leajon,Syradisk,2019-03-21 18:16
BBT 310,2019-03-21,leajon,Syradisk,2019-03-21 20:27
BBT 311,2019-03-22,karada,Lutdisk,2019-03-22 13:16
BBT 306,2019-03-22,karada,Syradisk,2019-03-22 15:15
BBT 323,2019-03-22,leajon,Syradisk,2019-03-22 17:15
Maltax,2019-03-22,leajon,Rengjord,2019-03-22 23:45
Filtret-Veckoavslut,2019-03-22,leajon,Lutsterilning,2019-03-22 23:46
T34,2019-03-23,leajon,Lutdisk,2019-03-23 00:30
BBT 322,2019-03-24,leajon,Lutdisk,2019-03-24 14:27
Kontrollera BBT:er i Citect,2019-03-23,leajon,Genomförd,2019-03-23 03:46
BBT 312,2019-03-24,leajon,Syradisk,2019-03-24 18:04
BBT 317,2019-03-25,karada,Lutdisk,2019-03-25 03:45
BBT 308,2019-03-25,jakgun,Syradisk,2019-03-25 06:58
BBT 318,2019-03-25,arafre,Syradisk,2019-03-25 15:41
BBT 309,2019-03-25,arafre,Syradisk,2019-03-25 17:35
BBT 307,2019-03-26,andhan,Syradisk,2019-03-26 09:27
BBT 304,2019-03-26,andhan,Syradisk,2019-03-26 11:06
BBT 310,2019-03-26,andhan,Syradisk,2019-03-26 13:01
BBT 322,2019-03-26,assulf,Syradisk,2019-03-26 16:09
T34,2019-03-26,assulf,Syradisk,2019-03-26 17:59
Filtret Sterilning,2019-03-26,assulf,Genomförd,2019-03-26 17:59
BBT 315,2019-03-26,assulf,Syradisk,2019-03-26 19:19
BBT 312,2019-03-27,jakgun,Syradisk,2019-03-27 07:15
BBT 320,2019-03-27,karada,Syradisk,2019-03-27 01:11
BBT 323,2019-03-27,jakgun,Syradisk,2019-03-27 13:09
BBT 324,2019-03-28,andhan,Lutdisk,2019-03-28 12:43
BBT 305,2019-03-28,assulf,Syradisk,2019-03-28 14:59
BBT 310,2019-03-28,assulf,Syradisk,2019-03-28 15:53
T45,2019-03-28,assulf,Lutdisk,2019-03-28 17:11
Filtret Sterilning,2019-03-28,assulf,Genomförd,2019-03-28 17:11
T34,2019-03-28,assulf,Syradisk,2019-03-28 18:00
Stora balanssystemet (1),2019-03-29,arafre,Lutdisk,2019-03-29 16:41
Filtret-Veckoavslut,2019-03-29,arafre,Lutsterilning,2019-03-29 16:41
Lilla balanssystemet (2),2019-03-29,arafre,Lutdisk,2019-03-29 19:47
BBT 313,2019-03-31,assulf,Lutdisk,2019-03-31 11:12
Gurtank T67,2019-03-31,assulf,Syradisk,2019-03-31 12:11
Kontrollera BBT:er i Citect,2019-03-31,assulf,Genomförd,2019-03-31 15:01
BBT 316,2019-04-01,normar,Lutdisk,2019-04-01 13:31
BBT 322,2019-04-01,qvamag,Syradisk,2019-04-01 14:48
BBT 314,2019-04-01,qvamag,Syradisk,2019-04-01 16:14
BBT 307,2019-04-01,svejan,Lutdisk,2019-04-01 23:19
BBT 310,2019-04-02,normar,Lutdisk,2019-04-02 06:21
BBT 315,2019-04-02,normar,Syradisk,2019-04-02 08:30
BBT 304,2019-04-02,normar,Lutdisk,2019-04-02 09:48
BBT 325,2019-04-02,normar,Lutdisk,2019-04-02 11:19
BBT 312,2019-04-02,mölpet,Lutdisk,2019-04-02 16:16
BBT 317,2019-04-03,qvamag,Syradisk,2019-04-03 18:57
Filtret Sterilning,2019-04-04,svejan,Genomförd,2019-04-04 01:02
T34,2019-04-04,svejan,Syradisk,2019-04-04 01:06
BBT 314,2019-04-04,svejan,Lutdisk,2019-04-04 03:28
BBT 305,2019-04-04,normar,Syradisk,2019-04-04 11:52
BBT 309,2019-04-04,mölpet,Lutdisk,2019-04-04 20:22
BBT 311,2019-04-04,normar,Syradisk,2019-04-04 10:23
BBT 323,2019-04-04,jakgun,Lutdisk,2019-04-04 23:06
Filtret Sterilning,2019-04-05,jakgun,Genomförd,2019-04-05 05:31
BBT 312,2019-04-05,normar,Syradisk,2019-04-05 08:13
BBT 308,2019-04-05,normar,Lutdisk,2019-04-05 06:14
T34,2019-04-06,qvamag,Syradisk,2019-04-06 02:37
T45,2019-04-06,qvamag,Syradisk,2019-04-06 02:38
Kontrollera BBT:er i Citect,2019-04-06,qvamag,Genomförd,2019-04-06 02:38
BBT 324,2019-04-07,mölpet,Syradisk,2019-04-07 10:26
BBT 320,2019-04-07,mölpet,Syradisk,2019-04-07 11:48
BBT 312,2019-04-07,mölpet,Syradisk,2019-04-07 20:31
BBT 321,2019-04-08,gusmar,Lutdisk,2019-04-08 00:23
BBT 322,2019-04-08,assulf,Syradisk,2019-04-08 11:18
BBT 316,2019-04-08,assulf,Syradisk,2019-04-08 12:59
BBT 310,2019-04-09,karing,Syradisk,2019-04-09 04:50
T45,2019-04-09,karing,Syradisk,2019-04-09 00:22
BBT 321,2019-04-09,svejan,Lutdisk,2019-04-09 17:54
T45,2019-04-09,svejan,Lutdisk,2019-04-09 17:55
CIP av 321 & 45 Tillsammans,2019-04-09,svejan,Lutdisk,2019-04-09 17:56
Filtret Sterilning,2019-04-09,svejan,Genomförd,2019-04-09 17:57
BBT 325,2019-04-09,svejan,Lutdisk,2019-04-09 21:32
BBT 315,2019-04-09,normar,Syradisk,2019-04-09 23:30
BBT 307,2019-04-10,normar,Syradisk,2019-04-10 01:26
BBT 315,2019-04-10,assulf,Lutdisk,2019-04-10 13:25
BBT 314,2019-04-10,andhan,Syradisk,2019-04-10 19:29
T34,2019-04-10,andhan,Lutdisk,2019-04-10 20:59
Filtret Sterilning,2019-04-10,andhan,Genomförd,2019-04-10 21:00
BBT 304,2019-04-11,jircec,Syradisk,2019-04-11 07:26
BBT 305,2019-04-11,jircec,Lutdisk,2019-04-11 07:26
BBT 306,2019-04-11,svejan,Lutdisk,2019-04-11 18:37
Filtret Sterilning,2019-04-12,andhan,Genomförd,2019-04-12 16:19
T45,2019-04-12,andhan,Syradisk,2019-04-12 16:40
T34,2019-04-12,andhan,Syradisk,2019-04-12 18:56
BBT 315,2019-04-14,andhan,Syradisk,2019-04-14 11:20
BBT 324,2019-04-15,arafre,Syradisk,2019-04-15 00:03
BBT 320,2019-04-14,andhan,Lutdisk,2019-04-14 13:18
BBT 312,2019-04-15,arafre,Syradisk,2019-04-15 00:03
BBT 313,2019-04-15,karada,Syradisk,2019-04-15 11:39
BBT 304,2019-04-15,normar,Syradisk,2019-04-15 19:23
BBT 305,2019-04-15,normar,Syradisk,2019-04-15 19:23
BBT 308,2019-04-15,assulf,Syradisk,2019-04-15 23:31
BBT 321,2019-04-16,qvamag,Syradisk,2019-04-16 07:51
BBT 316,2019-04-16,qvamag,Syradisk,2019-04-16 11:57
BBT 312,2019-04-16,gusmar,Syradisk,2019-04-16 15:59
BBT 323,2019-04-16,gusmar,Syradisk,2019-04-16 21:18
BBT 311,2019-04-16,arafre,Lutdisk,2019-04-16 23:07
T45,2019-04-17,gusmar,Syradisk,2019-04-17 16:58
BBT 310,2019-04-17,gusmar,Syradisk,2019-04-17 18:37
T34,2019-04-17,gusmar,Syradisk,2019-04-17 19:23
Aldox,2019-04-18,normar,Syradisk,2019-04-18 17:47
BBT 314,2019-04-17,gusmar,Syradisk,2019-04-17 19:56
Kontrollera BBT:er i Citect,2019-04-18,normar,Genomförd,2019-04-18 17:47
Vattenfilter,2019-04-18,normar,Genomförd,2019-04-18 18:23
BBT 318,2019-04-22,normar,Lutdisk,2019-04-22 12:48
Gurtank T68,2019-04-19,assulf,Syradisk,2019-04-19 06:36
BBT 317,2019-04-22,normar,Lutdisk,2019-04-22 15:51
